,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
4/3/1277 6:48,861,34,-,621,3.93,252.6,516,0,11,13,7,34(Qndk Vwyop 04G),3,0,K03M,51B6-5072-D179-50D4,3542-DE77-59EF-2C06(MQMZAWZR35)
1/2/8535 8:36,344,16,-,57,9.85,0,461,0,5,5,10,36(Qndk Vwyop 50G),11,11,Y00K,F401-2287-4430-1919,4208-25B4-6E6F-F664(MQMZAWZR35)
7/6/0033 9:27,350,98,-,426,0,0,514,822.69,0,1,6,82(Qndk Vwyop 92G),16,2,V17N,F76D-7916-B84B-0AA8,A0B6-0102-5FD4-0EC7(MQMZAWZR30)
9/6/8177 4:71,182,42,-,208,9.79,0,364,263.68,68.6,28,8,81(Qndk Vwyop 92G),12,12,S38G,5950-ECD7-5FF2-1F5A,0C1E-43B2-8DC6-C3E4(MQMZAWZR33)
8/4/0519 0:87,732,3,-,258,0,442.1,6,74.77,16,14,3,52(Qndk Vwyop 89G),2,1,I52H,5D53-6689-164C-9AD1,30F6-FDAF-2147-2573(MQMZAWZR33)
3/9/1485 1:14,680,72,-,127,2.89,562.3,731,813.42,15,20,14,21(Qndk Vwyop 67G),3,14,D89Z,A773-F2BC-504C-C457,C763-16FD-0078-4065(MQMZAWZR39)
0/8/4913 9:91,897,42,-,480,1.03,0,599,648.79,11,23,17,97(Qndk Vwyop 80G),11,12,S69G,C61A-A93F-3BAF-C333,980F-0606-9007-2136(MQMZAWZR35)
3/8/2792 0:00,528,38,-,751,2.31,0,213,107.74,13,5,7,26(Qndk Vwyop 98G),15,13,F68F,D6F6-346A-CF03-39B1,40AD-891C-88EB-D96C(MQMZAWZR39)
3/5/0469 6:27,616,95,-,752,0,116.2,29,174.45,16,8,1,28(Qndk Vwyop 55G),4,14,E69N,6A8F-0F9C-8807-04BA,329B-A160-0342-53A4(MQMZAWZR35)
2/5/8725 1:89,884,93,-,317,0,0,855,0,54.3,5,4,22(Qndk Vwyop 87G),0,12,Q40E,ACE8-F91A-E2C7-581A,B497-95C1-84F7-4EA0(MQMZAWZR39)
4/5/1301 2:74,89,32,-,400,0,0,455,622.35,41.7,16,13,22(Qndk Vwyop 80G),10,13,B68H,71E7-1A23-7431-2750,19BD-6B03-BBE9-5818(MQMZAWZR37)
2/3/7796 8:97,594,35,-,753,8.30,363.4,668,156.21,13,11,2,53(Qndk Vwyop 73G),2,12,G91X,D06A-E1DE-78D6-47A0,07D2-97BD-7FAF-A83D(MQMZAWZR38)
7/5/1089 9:46,812,29,-,106,3.12,486.4,322,0,82.9,26,16,06(Qndk Vwyop 18G),4,4,F97C,A843-2D64-75C0-FC39,0017-97EF-5721-F0C8(MQMZAWZR33)
4/5/6533 7:83,467,74,-,128,0,0,847,0,45.0,24,16,01(Qndk Vwyop 79G),9,14,Z62V,76E8-B19F-49B8-375B,FCC8-AD76-0EBC-0FCE(MQMZAWZR39)
8/8/2760 3:87,506,32,-,520,6.63,853.7,610,0,16,28,7,42(Qndk Vwyop 64G),17,14,D95U,A79A-B6B2-6965-395A,C106-DEC1-C19C-6098(MQMZAWZR38)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
8/9/0620 5:75,592,85,-,471,4.11,586.0,598,278.78,45.1,21,3,08(Qndk Vwyop 83G),17,3,B38O,36F2-105F-7506-23DA,9D88-0204-D490-3A80(MQMZAWZR38)
1/7/3548 8:10,828,49,-,192,0,446.2,399,999.21,1.1,5,14,90(Qndk Vwyop 34G),17,11,U15D,F434-3851-C053-DE80,55CD-D91B-CA3B-10A1(MQMZAWZR38)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
1/9/1092 5:98,577,45,-,958,5.34,423.9,621,130.21,73.7,0,16,24(Qndk Vwyop 20G),16,3,U68X,8C82-4DE9-312A-7002,8919-3D25-BA24-D2CE(MQMZAWZR35)
8/4/1030 4:67,767,59,-,635,9.78,0,395,867.46,92.7,26,14,23(Qndk Vwyop 21G),15,8,S19O,2689-1097-14CE-1383,62B6-870F-CD54-F10E(MQMZAWZR38)
3/4/7104 2:44,465,63,-,667,0,138.6,104,991.84,3,7,18,40(Qndk Vwyop 19G),5,9,K91S,4612-8A22-EE4F-728B,AD2F-4730-034C-A576(MQMZAWZR31)
0/1/5518 9:31,210,44,-,420,0,0,126,0,2,26,6,76(Qndk Vwyop 51G),5,2,S15N,C962-7ED1-CB77-3811,E34D-5E1F-5D0B-BBCE(MQMZAWZR35)
2/8/7890 6:89,165,0,-,513,5.35,0,596,561.63,66.8,22,16,64(Qndk Vwyop 72G),12,10,P45Z,3340-55B0-621D-A647,45D1-6C0A-1C92-68D3(MQMZAWZR39)
9/7/6336 3:50,184,16,-,43,0,0,152,531.72,18,0,12,59(Qndk Vwyop 95G),3,8,A52H,2D3C-7AEF-8EE0-5465,DABB-6ED9-7BE5-5522(MQMZAWZR38)
0/0/8000 5:72,726,16,-,961,4.14,551.6,784,258.92,55.4,24,1,01(Qndk Vwyop 25G),13,12,Q86R,5256-C9AB-D124-B393,7BA3-E7CE-5C69-AF6F(MQMZAWZR30)
9/0/8100 2:90,394,20,-,445,6.40,0,326,885.85,14,17,1,97(Qndk Vwyop 86G),5,8,P67C,D3DD-15BB-2D98-A23F,5720-9831-FA05-1EE7(MQMZAWZR37)
9/8/5792 1:59,414,43,-,799,0,0,843,564.12,42.0,17,10,82(Qndk Vwyop 05G),18,4,T23J,9365-B2D8-F230-5939,7E41-1F22-9ACB-9282(MQMZAWZR34)
5/0/6808 5:69,204,0,-,754,0,308.2,340,950.11,29.4,10,8,45(Qndk Vwyop 42G),0,1,E89W,3E46-379E-9CAD-CA9C,57B5-3B3E-33D5-7057(MQMZAWZR35)
7/4/6888 3:72,519,26,-,98,0,0,965,0,12,9,10,39(Qndk Vwyop 27G),19,11,I13V,0072-56A0-2205-0F3F,1218-8907-2CDB-283D(MQMZAWZR32)
9/2/6172 3:57,353,88,-,348,8.99,724.2,367,764.33,6,20,1,57(Qndk Vwyop 37G),5,1,W53C,38BD-612D-9EF7-C7DD,EB63-8987-6939-D7F7(MQMZAWZR39)
1/8/8983 2:73,443,65,-,524,0,0,521,846.39,86.6,25,0,63(Qndk Vwyop 96G),8,6,J91T,93D2-C28B-93FC-CB1B,FFF2-41FF-989A-4698(MQMZAWZR37)
3/1/9119 8:37,623,81,-,452,6.26,0,712,431.15,12,10,6,63(Qndk Vwyop 15G),22,13,Q80A,4294-C04B-0B78-6CB8,8A9B-8486-D4A4-884B(MQMZAWZR36)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
6/5/6660 8:48,150,47,-,993,6.89,501.6,888,768.47,15,16,17,59(Qndk Vwyop 90G),4,14,B07W,BF7A-AF1E-6918-48D9,3495-9F2A-C254-EF5F(MQMZAWZR33)
7/6/1137 5:77,542,22,-,130,0,0,117,0,39.7,10,17,12(Qndk Vwyop 87G),12,4,F82G,963D-76F0-0E44-DDCA,545E-FC36-5E28-0E96(MQMZAWZR32)
4/3/3135 4:94,332,5,-,547,0,0,288,703.35,66.5,6,2,87(Qndk Vwyop 45G),23,3,K49W,0CC6-3E04-358F-E984,A108-1791-1F46-8E76(MQMZAWZR39)
6/9/7538 5:33,827,90,-,649,0,301.6,529,328.14,25.3,8,1,18(Qndk Vwyop 19G),3,1,J20F,F73E-BD34-22B9-324B,845B-35AC-A3B8-0FD0(MQMZAWZR31)
0/9/7973 3:29,212,98,-,302,6.14,0,367,0,93.9,13,3,28(Qndk Vwyop 23G),6,8,K42P,EDF7-1AEC-BE89-DBAF,0422-AECC-369C-36A8(MQMZAWZR39)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
3/5/9772 7:68,292,54,-,686,8.02,143.5,225,0,20.7,23,8,01(Qndk Vwyop 00G),0,9,V54Z,80D6-01B9-94C1-7B39,874A-48A0-4A30-1633(MQMZAWZR33)
4/2/9482 9:11,121,33,-,815,0.71,507.6,401,245.02,14,21,16,05(Qndk Vwyop 02G),7,1,H32U,98DB-D375-275C-B7A7,8351-48B7-7FFD-DE14(MQMZAWZR31)
2/3/5806 4:03,829,65,-,795,0,0,769,298.44,59.4,24,4,45(Qndk Vwyop 84G),21,5,J29H,D28A-B2EC-F59A-FAD5,BBA9-9987-8027-98F4(MQMZAWZR37)
6/0/0512 7:73,699,40,-,617,0,974.1,505,0,10,19,19,21(Qndk Vwyop 25G),11,10,P63C,90F5-C191-1441-7DA3,868F-73F0-0A07-E814(MQMZAWZR38)
9/5/5180 4:81,752,96,-,173,0,0,18,0,11,8,7,42(Qndk Vwyop 71G),16,14,T33U,EFD5-C1D1-724B-8FD4,533A-3433-9D29-82D0(MQMZAWZR38)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
2/3/9054 2:47,507,4,-,501,7.17,0,834,0,2.3,20,8,93(Qndk Vwyop 18G),12,3,R08S,BD0C-1CA6-BF1D-312E,1DF4-AA84-AE74-ACDC(MQMZAWZR33)
3/2/8230 9:19,552,82,-,954,0,772.7,701,0,17,0,15,58(Qndk Vwyop 46G),10,4,J53R,20B9-64FC-0D8C-13EA,6C7D-9794-50C5-BF0C(MQMZAWZR38)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
2/8/5988 3:11,709,73,-,618,0,317.6,96,716.46,99.4,2,4,12(Qndk Vwyop 11G),3,12,A55Q,4B92-4A42-420B-F42E,8EAB-009E-9DE9-5589(MQMZAWZR30)
7/9/0811 4:48,709,35,-,676,3.08,0,280,0,44.0,7,8,62(Qndk Vwyop 67G),13,12,G89P,FE81-E427-B477-CE56,7EBC-3FCD-057F-3BF4(MQMZAWZR36)
2/7/6901 2:00,352,44,-,572,0,0,748,927.33,5,24,6,74(Qndk Vwyop 42G),0,14,B71D,1D21-CBD8-58F0-F7BD,8C93-DB06-CF4F-ECB3(MQMZAWZR36)
3/2/5494 2:09,600,6,-,325,3.29,30.1,691,0,5,29,19,01(Qndk Vwyop 75G),4,6,C50V,6707-B916-AE55-EF18,A74F-E82C-C21A-8AF5(MQMZAWZR32)
1/5/2334 1:55,161,44,-,532,0,0,47,180.45,17,0,10,76(Qndk Vwyop 81G),4,14,S22M,0977-A354-4994-4715,A3D8-6653-3990-747C(MQMZAWZR38)
5/6/9502 8:56,260,21,-,874,0,929.9,708,0,11,11,12,95(Qndk Vwyop 11G),0,0,G46D,E0B2-C870-FC5C-BC94,18D1-B6A3-6F15-E0D9(MQMZAWZR31)
1/3/8977 3:62,461,85,-,424,0,0,573,368.80,1,10,19,60(Qndk Vwyop 93G),17,14,A18Z,F1DE-FF78-6E6C-4BBC,4801-6497-4D62-7BF5(MQMZAWZR38)
5/8/4215 5:27,295,40,-,47,4.07,677.0,381,285.19,4,19,19,57(Qndk Vwyop 38G),15,10,S68P,B4C8-D53B-0CB3-921B,5F42-0273-7EAD-1316(MQMZAWZR37)
9/9/6596 6:71,546,48,-,57,0,0,616,662.87,19,26,1,18(Qndk Vwyop 28G),8,0,S05J,AA95-B12F-B630-1903,EC6D-7FC7-050B-F682(MQMZAWZR32)
8/8/2449 7:79,133,97,-,360,0,0,746,0,13,6,16,33(Qndk Vwyop 56G),15,10,B89C,E366-308A-FA97-A027,2A61-7013-164F-F508(MQMZAWZR35)
1/5/7379 1:80,1,70,-,490,2.83,0,139,0,60.4,9,12,57(Qndk Vwyop 39G),15,13,E01P,48D4-16EB-C2FA-67CF,C75B-B018-F13A-8491(MQMZAWZR34)
7/5/5753 3:15,722,20,-,121,8.11,78.6,303,0,96.6,9,9,91(Qndk Vwyop 86G),12,5,B87Z,5AF0-BF7B-5169-3538,A0D1-D895-F63C-644B(MQMZAWZR33)
4/6/1604 1:11,687,65,-,235,2.78,234.5,372,381.99,64.0,11,19,90(Qndk Vwyop 42G),8,2,L64I,6733-34EE-6AE1-5CCB,DB23-209A-1645-EE91(MQMZAWZR37)
7/4/3435 1:08,624,91,-,725,6.30,0,157,0,98.8,10,11,24(Qndk Vwyop 41G),17,0,O02U,39E8-32B2-28D0-9E76,800E-563B-7694-8326(MQMZAWZR38)
2/2/7095 1:74,690,60,-,828,0,29.5,955,941.99,28.4,23,18,57(Qndk Vwyop 43G),17,1,Q42U,DAC4-4EE9-12E3-E064,74F0-41F8-7F65-4A86(MQMZAWZR37)
4/1/2455 1:41,605,9,-,915,5.67,0,160,0,1,22,11,09(Qndk Vwyop 24G),24,8,D01S,EB08-9514-BAEA-8A0D,6DF1-F115-A6F4-826F(MQMZAWZR37)
0/4/9323 8:80,451,3,-,277,0,913.1,939,0,33.7,28,5,66(Qndk Vwyop 76G),9,3,B02J,0C49-4489-61EC-7949,1F0A-12A3-35CA-1AC2(MQMZAWZR39)
8/3/1258 8:17,469,80,-,675,0,619.8,916,0,12,27,1,32(Qndk Vwyop 11G),20,11,C67H,D623-7786-A595-EFDE,B332-B0FB-0507-3CFC(MQMZAWZR31)
1/5/4795 7:78,131,82,-,850,6.19,450.1,514,618.96,1,11,16,19(Qndk Vwyop 07G),16,9,S74Q,32D9-8495-C42A-4DC6,76FB-C014-6807-5016(MQMZAWZR37)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
0/7/3691 3:38,971,2,-,25,2.04,0,182,0,5,20,9,02(Qndk Vwyop 83G),16,8,Y31J,DECE-780C-1EA0-D2A2,53B5-0956-71BE-8665(MQMZAWZR31)
2/9/0931 3:37,798,73,-,33,0,0,440,0,11,29,18,01(Qndk Vwyop 74G),18,6,T39L,596B-30AF-08BE-F845,BE2E-6E95-61B0-9032(MQMZAWZR36)
9/0/2960 5:44,240,1,-,598,0,0,528,0,6,27,5,98(Qndk Vwyop 66G),18,14,I17L,EEE8-62EC-7DAE-7AB5,81E0-5EB8-EE7A-8A00(MQMZAWZR38)
4/1/8490 7:64,655,37,-,370,0,856.3,665,0,17,15,12,30(Qndk Vwyop 45G),21,9,R45C,19E4-1048-C6B9-5F6C,35D9-409F-E22C-4CC4(MQMZAWZR33)
6/9/0666 0:03,713,3,-,736,7.72,56.8,462,589.32,19,19,10,51(Qndk Vwyop 14G),19,9,J79K,07AF-72F2-8854-5270,B59C-E532-F4D4-F9DB(MQMZAWZR31)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
4/9/0571 9:22,264,96,-,37,9.94,0,959,555.10,6.9,8,17,73(Qndk Vwyop 88G),7,10,W67Z,34E2-5C65-A6B0-2A6D,BC07-71B2-437E-AEBD(MQMZAWZR38)
6/9/8081 8:15,215,18,-,867,0,0,455,0,3,15,15,49(Qndk Vwyop 81G),11,3,Z59Y,D250-4899-5577-779A,7719-4AB5-9E26-112E(MQMZAWZR39)
6/9/6153 6:07,478,97,-,327,3.17,0,586,0,8,6,1,83(Qndk Vwyop 33G),17,10,J85K,5F0A-CA90-2F51-5A68,B54C-624A-ADB5-1929(MQMZAWZR35)
8/1/1730 1:83,695,49,-,988,0.62,0,595,328.09,5,29,8,77(Qndk Vwyop 57G),24,4,W21B,5F74-2D7A-7536-8EDE,01C1-3B0F-C827-9EA4(MQMZAWZR31)
8/3/7342 3:97,941,36,-,211,0,0,391,389.32,16,26,18,17(Qndk Vwyop 53G),16,4,N79F,1C2E-02E7-8196-E7B9,8C53-CA2A-6B28-A9EF(MQMZAWZR38)
9/4/6669 9:13,81,6,-,316,0,0,898,388.36,12,26,15,90(Qndk Vwyop 38G),6,8,T70P,B8DD-F3B5-45D3-7674,DBEC-A418-8D9E-59CB(MQMZAWZR30)
8/5/3664 6:50,358,33,-,693,0,76.3,887,127.58,17,12,14,85(Qndk Vwyop 38G),14,10,H79F,232A-7F32-7AC8-A5DA,73F9-33C9-28C0-AD09(MQMZAWZR37)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
2/9/4953 6:09,877,31,-,706,2.56,0,188,594.05,71.7,17,5,83(Qndk Vwyop 29G),10,12,Y91B,D188-31F0-4537-1768,DC63-9644-579B-1045(MQMZAWZR37)
7/5/8500 4:57,438,54,-,594,0.63,805.3,811,0,75.1,14,0,70(Qndk Vwyop 20G),20,5,C15R,8EB8-CDAF-6B4A-E19D,497C-37C9-E1A6-E127(MQMZAWZR32)
1/5/6339 4:84,45,60,-,736,0,0,987,0,1,9,9,30(Qndk Vwyop 95G),0,12,X15T,0D65-0E19-6B12-1510,0320-0ED9-7332-A971(MQMZAWZR32)
9/7/1938 3:67,579,6,-,504,0,337.6,72,0,45.7,24,3,59(Qndk Vwyop 27G),12,13,Y76C,F1F3-4D86-5000-6E12,46CC-0C4B-B206-3109(MQMZAWZR37)
9/4/4192 7:24,45,71,-,516,0,0,214,457.92,27.9,29,3,96(Qndk Vwyop 30G),7,13,M47J,59ED-031F-630D-9042,170F-6232-1ECA-A8B6(MQMZAWZR34)
2/0/5543 1:42,429,14,-,542,8.59,880.1,14,566.49,7,25,4,13(Qndk Vwyop 87G),10,13,L53D,0CEC-67C2-96D9-43F2,F532-4DEE-0818-40FA(MQMZAWZR30)
5/6/1590 1:76,206,56,-,249,0,714.4,733,547.25,6.9,2,6,37(Qndk Vwyop 32G),7,4,B04Q,A24B-4374-63B5-F86A,169B-66E4-1A07-96D6(MQMZAWZR36)
6/8/3846 8:03,561,61,-,727,0,543.8,316,301.90,17,22,4,22(Qndk Vwyop 65G),17,0,B54P,DEB8-E97F-7D1D-AC26,7246-6BE9-28A3-6F46(MQMZAWZR32)
3/7/8745 7:13,295,32,-,26,7.63,0,177,300.23,17.5,25,2,16(Qndk Vwyop 47G),3,3,C34R,DFB4-D8C6-CB5F-B77A,4B90-C9E9-539C-309F(MQMZAWZR33)
3/4/1391 7:05,595,85,-,759,1.36,255.3,644,609.68,11,12,18,78(Qndk Vwyop 53G),11,13,H47S,DD02-7CE6-5061-2C8C,952C-576F-EFED-C281(MQMZAWZR31)
6/9/0381 1:67,526,89,-,919,0,260.0,416,371.03,93.7,12,2,56(Qndk Vwyop 99G),6,6,R69J,6E24-3500-CF1E-E1EB,1FBA-CC47-221A-80BA(MQMZAWZR37)
9/3/0778 0:15,565,68,-,193,4.15,470.8,45,942.00,46.9,2,11,93(Qndk Vwyop 20G),4,2,P69V,A2EA-F2A6-8FB3-6912,6099-62CC-89E0-E917(MQMZAWZR35)
7/6/2335 7:98,34,60,-,745,6.53,0,816,537.12,5.9,20,8,27(Qndk Vwyop 46G),14,3,P33F,E6DF-ED08-55A6-4E26,5E5A-9F2B-441B-69FB(MQMZAWZR39)
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
,,,,,,,,,,,,,,,,,
Vwza,Sn,Yroce Lhzqt Ajiyn,Sdhxu Ildfksq (Mf),Wvtw Rqf/X,Xcve Qv/F,Zmqs Vcssdxe (Mo),Irmvv Uty/H,Nrihv Fe/B,Qsqyf Ybxrcdc (Py),Mdr,Ofq,Ajw Bh,Syz Kn,Hnn Bhmwp,Ctky,Dsqv Roe,Epgz
2/9/4827 9:61,915,71,-,438,0,227.0,907,0,6.9,7,18,23(Qndk Vwyop 69G),10,7,M27C,9CC6-4155-2670-05C9,E3EF-4CC7-24F7-7249(MQMZAWZR33)
7/8/6092 8:94,136,52,-,110,4.87,0,491,120.63,44.6,29,14,08(Qndk Vwyop 01G),7,10,E32X,1DD0-924A-9552-6DC8,832E-15CF-19E7-A7E0(MQMZAWZR35)
1/3/8456 0:43,334,56,-,767,8.79,0,255,0,4.4,13,18,81(Qndk Vwyop 89G),18,0,N39I,F655-48C2-8E86-35D4,51C2-66DC-AE67-9E0A(MQMZAWZR37)
